Title,Location,Company,Salary,Advert Date
Business Analyst (Factory Systems),Preston,Dunbia,,8/4/2021
Senior IT Network Analyst,Preston,University of Central Lancashire,"£30,942 - £35,845 a year",4/4/2021
Investment Planning Analyst,Preston,Electricity North West,,April 2021
"Quality, Systems & Performance Analyst",Preston,Costain House,,May 2021
QA Test Analysts,Preston,Expleo Group,"£30,000 - £50,000 a year",26/3/2021
Technical Analyst,Rossendale,Aptean,,April 2021
COMMERCIAL ANALYST,Clitheroe,Progressive Travel Recruitment,"£28,000 a year",March 2021
Revenue Manager,Blackburn,Sue Prince Resourcing,"£40,000 - £50,000 a year",
Credit Risk Manager - Account Management,Accrington,Studio Retail Ltd,"£50,000 a year",March 2021
Regulation and Compliance Analyst,Preston,PFP Energy,"£19,000 - £22,000 a year",10/3/2021
FS Analytics Manager,Accrington,Studio Retail Ltd,,0/3/2021
Credit Risk Manager,Blackburn,MERJE,"£45,000 - £55,000 a year",4/5/2021
Supply Chain Analyst,Lancashire,Morson International,"£25,000 - £35,000 a year",31/5/2021
Senior Data Analyst,Preston,Butler Rose Ltd,"£25,000 - £30,000 a year",6/4/2021
Senior Business Analyst (Pensions Administration) Preston,Preston,Local Pensions Partnership,,
SQL Developer,Lancashire,Head Resourcing Limited,"£35,000 - £40,000 a year",10/4/2021
Credit Risk Manager - ECM,Lancashire,Harnham,"£45,000 - £55,000 a year",9/3/2021
SQL / BI Consultant,Lancashire,Head Resourcing Limited,"£40,000 - £45,000 a year",April 2021
Senior Credit Risk Analyst,Accrington,Aspire Data Recruitment,"£30,000 - £40,000 a year",15/3/2021
MSK Physiotherapist,Preston,Ascenti,"£22,500 - £36,000 a year",20/3/2021
Integration Interface Designer,Lancashire,AAP3 IT Recruitment,£53 an hour,1/5/2021
Advanced Physiotherapist Practitioner,Preston,Ascenti,"£40,000 - £50,000 a year",
Supply Chain Analyst,,Babcock,"£30,555 a year",April 2021
Data Analyst,Plymouth,Pertemps Network Group,"£20,000 - £23,000 a year",18/5/2021
Data Analyst,Plymouth,Jacobs,,
Configuration / Asset Compliancy Analyst,Plymouth,Babcock,,May 2021
Disability Analyst,Plymouth,Ascenti,"£32,000 a year",18/5/2021
Senior Contract Information Analyst,Plymouth,University Hospitals Plymouth NHS Trust,"£30,401 - £37,267 a year",9/5/2021
Business Analyst,Plymouth,Wise Employment,,
Supply Chain Analyst,Plymouth,Babcock,"£30,555 a year",11/3/2021
Senior Financial Analyst,Plymouth,Adient,,30/4/2021
Junior Finance Analyst,Plymouth,Pertemps Network Group,,12/4/2021
Analyst Programmer,Plymouth,Proactive.IT Appointments,"£30,000 - £40,000 a year",11/3/2021
Configuration / Asset Compliancy Analyst,,Babcock,,26/3/2021
Developer/Analyst Programmer,Plymouth,Proactive.IT Appointments,"£30,000 - £40,000 a year",14/4/2021
Risk Manager,Plymouth,Mace,,11/5/2021
Senior Risk Manager,Plymouth,Mace,,12/3/2021
Bioengineer I,Glenariff,Bristol-Myers Squibb,,20/3/2021
"Associate Scientist, Quality Control Cell Therapy Bioanalyti...",Glenariff,Bristol-Myers Squibb,,7/5/2021
Reporting Analyst Graduate,County Antrim,Abacus Professional Recruitment,,April 2021
"DATA ANALYST, TESTING, RECONCILING OF DATA, DTL, SQS, SSIS,",Durham,Bangura Solutions,£400 - £450 a day,24/5/2021
Data Analyst - BAND 7 - INSIDE IR35,Durham,Public Sector Resourcing,,8/5/2021
Information Analyst - JID 8364,Durham,Spinwell Global,£280 a day,2/3/2021
Data Analyst,Bishop Auckland,Pareto Law,"£20,098 a year",5/4/2021
Disability Analyst,Bishop Auckland,Ascenti,"£32,000 a year",2/5/2021
Data Manager,Durham,Pertemps Network Group,£500 a day,15/3/2021
Interim Principal Information Analyst,Durham,Triumph Consultants Ltd,£290 a day,27/3/2021
Service Analyst,Houghton le Spring,Pertemps Network Group,£11.23 an hour,23/4/2021
User Experience Designer,Tyne and Wear,NHS Business Services Authority,"£30,401 - £37,267 a year",28/5/2021
Interim Principal Information Analyst,,Triumph Consultants Ltd,£290 a day,May 2021
IT Support Engineer,Bishop Auckland,Three Rivers Recruitment,"£25,000 a year",March 2021
MSK Physiotherapist,Durham,Ascenti,"£22,500 - £36,000 a year",March 2021
Systems & Products Development Lead (.NET) - Inside IR35,Durham,Public Sector Resourcing,,8/4/2021
Reporting Analyst,Houghton Regis,Catalyst Housing Association,"£36,000 a year",1/4/2021
Resource Scheduling Real Time Analyst,Dunstable,Whitbread,,11/3/2021
Business Process Analyst,Dunstable,Whitbread,,May 2021
Insight Analyst,Hemel Hempstead,Bourne Leisure,,7/4/2021
Reporting Analyst,,Catalyst Housing Association,"£36,000 a year",May 2021
Schedule Strategy Analyst,,Advantage,"£40,000 a year",11/4/2021
Data Analyst,Dunstable,Whitbread,,March 2021
Business Analyst - Labor Planning,Dunstable,Amazon UK Services Ltd.,,24/3/2021
OBIA Reporting Analyst / BI Analyst,Dunstable,Whitbread,,March 2021
Reward Analyst,Dunstable,Whitbread,,
BI Business Analyst,Dunstable,Whitbread,,5/5/2021
Senior Retail Analyst,Dunstable,Savers Health and Beauty,,
Schedule Analyst,Bedfordshire,Inspiring Interns,"£26,000 a year",March 2021
Schedule Strategy Planner (Analyst),Bedfordshire,Inspiring Interns,"£30,000 a year",April 2021
Security Analyst,Dunstable,Whitbread,,May 2021
Marketing Insight Analyst,Bedfordshire,Datatech Analytics,"£40,000 a year",17/5/2021
Revenue Management Analyst,Bedfordshire,Inspiring Interns,"£25,000 - £28,000 a year",6/4/2021
Schedule Optimisation & Performance Analyst,Bedfordshire,Inspiring Interns,"£25,000 a year",1/3/2021
IT Service Delivery Manager,Bedfordshire,RSPB,"£34,643 - £37,530 a year",April 2021
Insight Analyst (Marketing team),Bedfordshire,Inspiring Interns,"£25,000 a year",5/3/2021
Security Analyst,Bedfordshire,CatchFish,£450 - £500 a day,20/4/2021
Network Operations Analyst,Bedfordshire,Inspiring Interns,"£25,000 a year",2/3/2021
Business Analyst,,QinetiQ,,8/4/2021
AMS Graduate 2020 [Farnborough] - Operational Analyst,,QinetiQ,"£26,500 a year",24/4/2021
Data Analyst,,Babcock,,May 2021
Sportsbook Business Analyst,,Best Gambling,,25/4/2021
Enterprise Architect – Business,,QinetiQ,,
Data Engineer/Scientist,Farnborough,SWIFT,,1/5/2021
Data Analyst,Guildford,Pareto Law,"£23,000 - £30,000 a year",
SOC Data Security Analyst,Aldershot,DXC,,March 2021
Digital Forensic Analyst,Guildford,Surrey Police,"£30,000 - £39,999 a year",April 2021
Data Analyst,Aldershot,Babcock,,6/3/2021
Digital Analyst,Farnham,British Car Auctions,,May 2021
Senior SOC Data Security Analyst,Aldershot,DXC,,April 2021
MIS Data Analyst,Farnborough,Howett Thorpe,"£32,500 - £35,000 a year",May 2021
Software Services Analyst,Farnborough,BAE Systems,"£26,000 a year",4/4/2021
Associate MetOc Data Analyst,Farnborough,QinetiQ,,21/3/2021
Associate MetOc Data Analyst,,QinetiQ,,April 2021
Laboratory Analyst,Farnborough,CK Group,"£18,000 - £27,000 a year",March 2021
Junior Financial Analyst,Farnborough,Howett Thorpe,"£25,000 - £30,000 a year",March 2021
Service Information Analyst,Farnborough,UKCloud,,6/4/2021
Test Analyst (1 year Placement starting July 2020),Guildford,IDBS,,17/4/2021
Sportsbook Business Analyst,Farnborough,Best Gambling,,14/4/2021
Business Intelligence Analyst,Guildford,Allianz,,April 2021
Business Analyst,Farnborough,QinetiQ,,March 2021
Sr. Image Scientist,Farnborough,L3Harris Technologies,,10/5/2021
Finance Analyst,Farnborough,AETNA,,10/4/2021
Junior Privacy Officer,Guildford,Allianz,"£35,000 a year",April 2021
Solution Architect,,QinetiQ,,2/4/2021
Junior Finance Analyst,,Page Personnel - UK,"£20,000 - £26,000 a year",March 2021
Senior SharePoint Analyst/Engineer,,QinetiQ,,March 2021
Sales Operations Analyst,Farnborough,Syneos Health Commercial Solutions,,8/4/2021
Sales Data Analyst,Camberley,Thales Group,,May 2021
Health and Wellbeing Coordinator,Guildford,Allianz,"£27,000 a year",March 2021
QA Analyst,Farnborough,Checktronix India,,May 2021
Data Analyst - Field Sales,Farnborough,Pareto Law,"£26,000 - £47,000 a year",May 2021
Solution Architect,Farnborough,QinetiQ,,18/4/2021
GIS Analyst,Farnborough,TRS Staffing,£33 an hour,20/5/2021
Remediation Governance Analyst,Camberley,Bank of America,,
IT Master Data Analyst,Guildford,BAE Systems Applied Intelligence,,18/3/2021
Information Security Analyst,Guildford,BAE Systems Applied Intelligence,,16/5/2021
Tax Analyst,Farnborough,American Express Global Business Travel,,21/3/2021
Embedded C Engineer,Guildford,BAE Systems Applied Intelligence,,
Senior SharePoint Analyst/Engineer,Farnborough,QinetiQ,,April 2021
Strategy Analyst,Farnborough,Gold Group,,22/3/2021
Talent Acquisition Specialist,Frimley,Genesys,,10/4/2021
Financial Analyst,Farnborough,Page Personnel - UK,"£35,000 - £45,000 a year",20/4/2021
Data Management Specialist (Master Data),Guildford,Allianz,,14/3/2021
Supply Chain Analyst + 1 EU Language,Frimley,SC Johnson,,19/5/2021
Senior Analyst,Frimley Green,Mitie,,1/4/2021
Portfolio Analyst,Guildford,Allianz,,4/5/2021
Procurement P2P Officer,Guildford,Allianz,"£30,000 - £34,000 a year",March 2021
Digital Forensic Analyst (Experienced Mobile Phone Analyst),Guildford,Surrey Police,"£30,000 - £39,999 a year",6/5/2021
Graduate Pricing Analyst,Guildford,Allianz,,1/4/2021
Data Engineer,Guildford,Allianz,"£40,000 - £75,000 a year",1/3/2021
AMS Graduate 2020 [Farnborough] - Operational Analyst,Farnborough,QinetiQ,"£26,500 a year",0/3/2021
Talent & Learning Advisor,Guildford,BAE Systems Applied Intelligence,,0/3/2021
Finance Analyst,Camberley,Page Personnel - UK,"£35,000 - £42,000 a year",March 2021
Anti Money Laundering Analyst - Woking,Woking,GVC Careers,"£24,000 a year",26/4/2021
Lean Test analyst,Hook,CBSbutler,£250 - £300 a day,21/4/2021
Transportation Analyst (Fleet Care Services),Frimley,BOEING,,11/3/2021
Digital Trading Analyst,Guildford,Allianz,,April 2021
Customer support Executive,Farnborough,CatchFish,"£25,000 - £30,000 a year",March 2021
International Government Assistant Business Manager,Guildford,BAE Systems Applied Intelligence,,16/4/2021
ITSM Service Information Analyst,Blackwater,Rentokil Initial,"£40,000 a year",30/4/2021
Cost Modelling Consultant,Farnborough,BAE Systems,,April 2021
Treasury Finance Intern,Woking,UPS United Kingdom,,March 2021
Operations Leader,Guildford,Allianz,,26/4/2021
Software Asset Management (SAM) Business Analyst,Guildford,Electronic Arts,,May 2021
Junior Finance Analyst,Guildford,Page Personnel - UK,"£20,000 - £26,000 a year",March 2021
Risk Manager,Guildford,Allianz,,May 2021
Pensions Actuary,Farnborough,BAE Systems,,7/5/2021
Senior Pricing Analyst Roles at Allianz,Guildford,Allianz,,May 2021
GIS Consultant,Guildford,WSP,,April 2021
Innovative Product and Proposition Lead,Guildford,Allianz,,May 2021
Project Services Manager,Guildford,PrimeVigilance,,0/4/2021
Senior Digital Trading Analyst,Guildford,Allianz,,
Enterprise Architect – Business,Farnborough,QinetiQ,,March 2021
Sales Development Representative (Polish/English Speaker),Frimley,Genesys,,13/3/2021
Safety ARM Consultant,Aldershot,Atkins,,23/3/2021
1st Line Support,Farnborough,CatchFish,"£25,000 - £30,000 a year",April 2021
Commercial Engineer,Guildford,Michael Page UK,"£35,000 - £40,000 a year",April 2021
Information Security Technical Assurance Officer,Guildford,BAE Systems Applied Intelligence,,April 2021
Revenue Assurance Analyst,Godalming,Faith Recruitment,"£26,000 - £30,000 a year",May 2021
IT Systems Analyst - SAP SuccessFactors,Camberley,Dartbridge Systems Ltd.,,
Salesforce Administrator,Guildford,Allianz,,May 2021
Finance Graduate Scheme,Camberley,Page Personnel - UK,"£18,000 - £22,000 a year",May 2021
Senior Risk Consultant,Guildford,Allianz,,2/4/2021
MSK Physiotherapist,Farnborough,Ascenti,"£22,500 - £36,000 a year",May 2021
Senior Incident Response Specialist,Guildford,Electronic Arts,,6/3/2021
Lead Solution Architect - Enterprise Business Systems,Guildford,BAE Systems Applied Intelligence,,12/3/2021
"Electrical Engrg (New Grad)- Palm Bay, FL",Farnborough,L3Harris Technologies,,April 2021
Lead FE Developer,Guildford,BAE Systems Applied Intelligence,,March 2021
GIS Developer,Farnham,CatchFish,"£30,000 - £40,000 a year",7/4/2021
Active Lifestyle Practitioner (West Suffolk),,MoreLife (UK) Ltd,,April 2021
"Data Analyst Apprenticeship Programme - Affinity, Ipswich",Ipswich,Willis Towers Watson,,May 2021
Data Science Analysis,Ipswich,BT,,27/4/2021
Catastrophe Risk Analyst - Ipswich,Ipswich,Willis Towers Watson,,April 2021
HR Program and Project Analyst CRB/IRR,Ipswich,Willis Towers Watson,,14/4/2021
Senior Data Analyst,Ipswich,Proactive.IT Appointments,£400 - £425 a day,April 2021
Business Analyst X 2,Ipswich,Smartest Energy,,April 2021
Operational Support and Reporting Analyst,Ipswich,AXA Insurance UK,,0/5/2021
Credit Control Analyst,Ipswich,XL Catlin,,27/5/2021
Senior Data Analyst,Ipswich,Stanton House,£400 - £425 a day,1/4/2021
SERICE DELIVERY MANAGER,Ipswich,Atos,,March 2021
Senior Data Analyst - Business Objects,Ipswich,The JM Group,,16/4/2021
Senior Business Analyst,Ipswich,Willis Towers Watson,,April 2021
Graduate Catastrophe Analytics Analyst (Spanish speaking) -...,Ipswich,Willis Towers Watson,,7/3/2021
"Insurance Apprenticeship Programmes, Ipswich",Ipswich,Willis Towers Watson,,2/4/2021
IFA Technical Administrator,Ipswich,Heat Recruitment,"£26,000 - £28,000 a year",March 2021
Data Analyst,Canterbury,Stagecoach Bus,,March 2021
Finance Systems Analyst,,PPL PRS Limited,"£22,000 - £27,000 a year",29/3/2021
Database Analyst,,Babcock,,31/5/2021
Information Analyst,Leicester,University Hospitals of Leicester NHS Trust,"£24,214 - £30,112 a year",27/5/2021
Data Analyst,Leicester,Showsec,"£25,716 a year",April 2021
Business Analyst - Data Science,Syston,Dunelm,,May 2021
Data Analyst,Leicester,EarthSense Systems,"£22,500 - £27,000 a year",13/3/2021
Technical Analyst,Leicester,Samworth Brothers,,March 2021
Data Analyst,Leicestershire,Carbon60,"£20,000 - £26,000 a year",15/3/2021
Computer Operations Analyst,Enderby,Next PLC,,2/4/2021
Data Analyst,Leicester,Digital Gurus,"£28,000 - £32,000 a year",May 2021
Data Analyst,Loughborough,Thermo Fisher Scientific,,10/4/2021
Fraud Data Analyst,Leicester,Harnham,£300 - £350 a day,13/3/2021
Content Quality Analyst,,ZORO.co.uk,,20/5/2021
Database Manager,,PPL PRS Limited,"£25,000 - £30,000 a year",15/5/2021
Data Analyst (Inside IR35),Leicester,Public Sector Resourcing,,March 2021
Lead Incident Analyst,Enderby,Next PLC,,30/5/2021
MI Analyst - Incident Team,Leicester,Next PLC,"£22,303 a year",3/4/2021
Beauty Insight Analyst,Enderby,Next PLC,,March 2021
Insight Analyst,Leicester,DeadHappy,,
Data Warehousing Analyst Programmer,Leicester,Jonas Software,,21/4/2021
NA Cash & Bank Analyst,Leicester,Centrica,,31/5/2021
Database Analyst,Leicester,Babcock,,March 2021
BI Analyst - Cognos Essential,Leicester,Michael Page UK,"£35,000 - £45,000 a year",7/4/2021
Data Analyst Programmer,Leicester,J&C Associates Ltd,"£35,000 - £45,000 a year",1/5/2021
Content Quality Analyst,Wigston Magna,ZORO.co.uk,,5/4/2021
Compliance & Risk Analyst (6 month fixed term contract),Leicester,Grant Thornton,,27/4/2021
Finance Systems Analyst,Leicester,PPL PRS,,3/3/2021
Energy Pricing & Trading Analyst,Leicester,Foxglove Energy Supply Ltd,"£28,000 - £38,000 a year",16/3/2021
Data Engineer,Leicestershire,Datatech Analytics,,March 2021
Junior Finance Analyst,Leicestershire,Saint-Gobain,,28/5/2021
Senior Service Desk Analyst - 12 Month FTC,Leicester,Selfridges,,6/4/2021
SAP SD Business Analyst,Leicester,ERPeople Solutions,,29/3/2021
Data Analyst Team Lead,Leicester,Digital Gurus,"£36,000 - £46,000 a year",April 2021
IT Support Analyst,Leicester,TESTQ Technologies,"£30,000 - £37,000 a year",
Customer Experience Team Leader,Leicester,Cactus Search,"£30,000 - £33,000 a year",17/5/2021
Web Analyst Manager,Enderby,Next PLC,,27/3/2021
Oracle Financials Functional Specialist - IBM CIC,Leicester,IBM,,9/3/2021
Fraud Strategy Manager,Enderby,Next PLC,,
R&D Laboratory Analyst,Loughborough,Consult Search & Selection,£12 - £13 an hour,April 2021
eHospital Software Developer,Leicester,University Hospitals of Leicester NHS Trust,"£30,401 - £37,267 a year",26/4/2021
Head of Analytics,Leicester,Harnham,"£70,000 - £100,000 a year",May 2021
Senior Data Engineer,Leicestershire,Datatech Analytics,,11/3/2021
Logistics Analyst - FMCG Distributor,Leicestershire,Page Personnel - UK,,
Fraud Analytics Manager,Leicester,Harnham,£400 - £500 a day,6/4/2021
eHospital Development Lead,Leicester,University Hospitals of Leicester NHS Trust,"£44,606 - £50,819 a year",3/3/2021
Junior Finance Anaylst,Leicestershire,Page Personnel - UK,"£19,000 - £21,000 a year",19/4/2021
Automation Tester (Selenium)- IBM CIC,Leicester,IBM,,9/5/2021
"Developer – Xamarin, Cordova, Ionic, Flutter",Leicester,Coburg Banks,"£50,000 - £55,000 a year",27/3/2021
Cognos Business Intelligence Developer,Leicestershire,Catch Resource Management Ltd,"£40,000 - £50,000 a year",2/5/2021
Senior Finance Analyst (Business Partner),Leicester,Cromwell Group,,6/5/2021
Java Software Engineer - IBM CIC,Leicester,IBM,,
Oracle Integration Developer - IBM CIC,Leicester,IBM,,23/5/2021
Business Intelligence Developer,Leicestershire,Catch Resource Management Ltd,"£45,000 - £55,000 a year",7/3/2021
Finance Manager,Leicester,Keyline,,3/5/2021
DevOps Engineer- IBM CIC,Leicester,IBM,,26/5/2021
IT Tech,Leicester,Syntax Consultancy Limited,£14 an hour,13/3/2021
Database Manager,Leicester,PPL PRS Limited,"£25,000 - £30,000 a year",21/4/2021
Senior Digital Analytics Manager,Leicestershire,Harnham,"£70,000 - £80,000 a year",9/5/2021
IT Support Technician,Leicester,Syntax Consultancy Limited,£14 an hour,7/4/2021
Senior Analytical Scientist,Leicestershire,CK Group,"£35,000 a year",April 2021
Business Intelligence Application Support Analysts (3rd line...,Leicester,Context Recruitment,"£35,000 - £45,000 a year",13/3/2021
Agile Delivery Manager,Leicestershire,Additional Resources,,13/5/2021
Commercial Finance Manager,Leicestershire,Finance Recruitment Solutions,"£50,000 a year",
Junior UI/UX Designer,Leicestershire,Additional Resources,,11/4/2021
.NET Developer / Programmer,Leicester,J&C Associates Ltd,"£40,000 - £45,000 a year",4/4/2021
